,Player1,Player2,Score1,Score2,Best Of,Round Name,Match Date,Tournament Name,Tournament id,Year,tournament_start_date
219,Robert Milkins,Elliot Slessor,5,2,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
220,Mitchell Mann,Anthony McGill,5,4,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
221,Kurt Maflin,Ross Muir,5,2,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
222,Jack Lisowski,Hossein Vafaei,5,4,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
223,David Lilley,Simon Lichtenberg,5,4,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
224,Rod Lawler,Noppon Saengkham,5,3,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
225,Lukas Kleckers,Xu Si,5,1,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
226,Ding Junhui,Alexander Ursenbacher,5,1,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
227,Jak Jones,Florian Nüßle,5,4,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
228,Luo Honghao,Anthony Hamilton,5,4,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
229,Michael Holt,Akani Songsermsawad,5,1,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
230,John Higgins,Peifan Lei,5,2,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
231,Andy Hicks,Jamie Clarke,5,4,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
232,Barry Hawkins,Ross Bulman,5,4,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
233,Lyu Haotian,Igor Figueiredo,5,3,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
234,Li Hang,Adam Stefanow,5,1,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
235,Xiao Guodong,Andy Lee,5,3,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
236,Gerard Greene,Brandon Sargeant,5,4,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
237,David Grace,Alex Borg,5,2,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
238,Martin Gould,Stephen Maguire,5,3,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
239,Marco Fu,Ricky Walden,5,3,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
240,Tom Ford,Andrew Higginson,5,3,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
241,Kacper Filipiak,Mark Joyce,5,3,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
242,Peter Ebdon,Zhang Anda,5,4,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
243,Graeme Dott,Thor Chuan Leong,5,1,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
244,Scott Donaldson,Riley Parsons,5,1,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
245,Ryan Day,Paul Davison,5,1,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
246,Dominic Dale,Peter Lines,5,4,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
247,Ali Carter,Zhang Jiankang,5,3,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
248,James Cahill,Chang Bingyu,5,4,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
249,Ian Burns,Judd Trump,5,3,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
250,Alfie Burden,Kishan Hirani,5,0,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
251,Jordan Brown,David Gilbert,5,2,9,Last 128,2019-12-17,2020 European Masters,3364,2020,2019-12-17 00:00:00
252,Luca Brecel,Michael Georgiou,5,4,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
253,Yan Bingtao,Sam Baird,5,2,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
254,Stuart Bingham,Duane Jones,5,1,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
255,Mark Allen,Mark King,5,2,9,Last 128,2019-12-18,2020 European Masters,3364,2020,2019-12-17 00:00:00
256,Zhou Yuelong,David Grace,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
257,Zhao Xintong,Ian Burns,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
258,Gary Wilson,Kacper Filipiak,5,1,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
259,Kyren Wilson,Chen Zifan,5,1,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
260,Mark Williams,Eden Sharav,5,0,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
261,Robbie Williams,Jordan Brown,5,1,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
262,Michael White,Rod Lawler,5,1,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
263,Liang Wenbo,Stuart Bingham,5,4,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
264,Daniel Wells,Martin O'Donnell,5,3,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
265,Thepchaiya Un-Nooh,Luo Honghao,5,4,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
266,Mark Selby,Jimmy White,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
267,Neil Robertson,Gerard Greene,5,3,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
268,Tian Pengfei,James Cahill,5,0,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
269,Jackson Page,Jack Lisowski,5,4,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
270,Fergal O'Brien,Fraser Patrick,5,3,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
271,Lu Ning,Mark Allen,5,0,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
272,Robert Milkins,Tom Ford,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
273,David Lilley,Ryan Day,5,0,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
274,Ding Junhui,Peter Ebdon,5,3,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
275,Jak Jones,Matthew Selt,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
276,Michael Holt,Mitchell Mann,5,3,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
277,John Higgins,Yuan Sijun,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
278,Barry Hawkins,Lee Walker,5,1,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
279,Lyu Haotian,Li Hang,5,4,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
280,Xiao Guodong,Lukas Kleckers,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
281,Marco Fu,Ben Woollaston,5,0,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
282,Graeme Dott,Kurt Maflin,5,0,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
283,Scott Donaldson,Mei Xiwen,5,4,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
284,Ali Carter,Dominic Dale,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
285,Alfie Burden,Shaun Murphy,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
286,Luca Brecel,Martin Gould,5,2,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
287,Yan Bingtao,Andy Hicks,5,1,9,Last 64,2019-12-19,2020 European Masters,3364,2020,2019-12-17 00:00:00
288,Zhou Yuelong,Mark Williams,5,4,9,Last 32,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
289,Zhao Xintong,Michael White,5,2,9,Last 32,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
290,Gary Wilson,Luca Brecel,5,1,9,Last 32,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
291,Thepchaiya Un-Nooh,Robbie Williams,5,2,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
292,Mark Selby,Jak Jones,5,2,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
293,Neil Robertson,Lyu Haotian,5,2,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
294,Ding Junhui,Robert Milkins,5,0,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
295,Michael Holt,Daniel Wells,5,0,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
296,John Higgins,Fergal O'Brien,5,2,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
297,Barry Hawkins,David Lilley,5,2,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
298,Xiao Guodong,Alfie Burden,5,3,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
299,Marco Fu,Lu Ning,5,3,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
300,Graeme Dott,Liang Wenbo,5,3,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
301,Scott Donaldson,Kyren Wilson,5,2,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
302,Ali Carter,Tian Pengfei,5,3,9,Last 32,2020-01-22,2020 European Masters,3364,2020,2019-12-17 00:00:00
303,Zhou Yuelong,Jackson Page,5,3,9,Last 16,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
304,Gary Wilson,Zhao Xintong,5,1,9,Last 16,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
305,Thepchaiya Un-Nooh,John Higgins,5,4,9,Last 16,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
306,Neil Robertson,Graeme Dott,5,2,9,Last 16,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
307,Barry Hawkins,Mark Selby,5,4,9,Last 16,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
308,Marco Fu,Xiao Guodong,5,2,9,Last 16,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
309,Scott Donaldson,Ding Junhui,5,2,9,Last 16,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
310,Ali Carter,Michael Holt,5,4,9,Last 16,2020-01-23,2020 European Masters,3364,2020,2019-12-17 00:00:00
311,Zhou Yuelong,Barry Hawkins,5,2,9,Quarter-final,2020-01-24,2020 European Masters,3364,2020,2019-12-17 00:00:00
312,Gary Wilson,Marco Fu,5,3,9,Quarter-final,2020-01-24,2020 European Masters,3364,2020,2019-12-17 00:00:00
313,Neil Robertson,Thepchaiya Un-Nooh,5,1,9,Quarter-final,2020-01-24,2020 European Masters,3364,2020,2019-12-17 00:00:00
314,Ali Carter,Scott Donaldson,5,1,9,Quarter-final,2020-01-24,2020 European Masters,3364,2020,2019-12-17 00:00:00
315,Zhou Yuelong,Gary Wilson,6,5,11,Semi-final,2020-01-26,2020 European Masters,3364,2020,2019-12-17 00:00:00
316,Neil Robertson,Ali Carter,6,1,11,Semi-final,2020-01-25,2020 European Masters,3364,2020,2019-12-17 00:00:00
317,Neil Robertson,Zhou Yuelong,9,0,17,Final,2020-01-26,2020 European Masters,3364,2020,2019-12-17 00:00:00
318,Zhou Yuelong,Iulian Boiko,5,0,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
319,Zhao Xintong,Ken Doherty,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
320,Kyren Wilson,Rod Lawler,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
321,Gary Wilson,Alan McManus,5,3,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
322,Mark Williams,Andy Hicks,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
323,Robbie Williams,David Lilley,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
324,Michael White,Jack Lisowski,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
325,Liang Wenbo,Jimmy White,5,3,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
326,Alexander Ursenbacher,Michael Holt,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
327,Thepchaiya Un-Nooh,Zhang Jiankang,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
328,Judd Trump,Daniel Wells,5,1,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
329,Matthew Stevens,Peter Ebdon,5,4,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
330,Akani Songsermsawad,Xiao Guodong,5,0,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
331,Elliot Slessor,Fraser Patrick,5,3,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
332,Yuan Sijun,Chen Feilong,5,3,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
333,Xu Si,Hossein Vafaei,5,3,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
334,Matthew Selt,Peter Lines,5,3,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
335,Mark Selby,Fan Zhengyi,5,0,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
336,Noppon Saengkham,Mike Dunn,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
337,Neil Robertson,Martin O'Donnell,5,3,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
338,Jimmy Robertson,Eden Sharav,5,0,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
339,Barry Pinches,Andy Lee,5,3,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
340,Joe Perry,Fergal O'Brien,5,2,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
341,Tian Pengfei,Peifan Lei,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
342,Shaun Murphy,Joe O'Connor,5,2,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
343,Robert Milkins,Duane Jones,5,0,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
344,Anthony McGill,Jackson Page,5,2,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
345,Mitchell Mann,Chris Wakelin,5,4,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
346,Stephen Maguire,Soheil Vahedi,5,3,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
347,Oliver Lines,Alfie Burden,5,2,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
348,Bai Langning,James Cahill,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
349,Mark King,Riley Parsons,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
350,Ding Junhui,Alex Borg,5,0,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
351,Jak Jones,Sam Craigie,5,4,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
352,Kishan Hirani,Sam Baird,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
353,Andrew Higginson,Ryan Day,5,3,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
354,John Higgins,Adam Stefanow,5,1,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
355,Li Hang,Mei Xiwen,5,4,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
356,Anthony Hamilton,Hammad Miah,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
357,Gerard Greene,Lee Walker,5,3,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
358,David Grace,John Astley,5,4,9,Last 128,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
359,Martin Gould,Ricky Walden,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
360,Michael Georgiou,Mark Joyce,5,0,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
361,Tom Ford,Ben Woollaston,5,3,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
362,Kacper Filipiak,Jamie O'Neill,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
363,Igor Figueiredo,Lukas Kleckers,5,4,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
364,Graeme Dott,Craig Steadman,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
365,Scott Donaldson,Si Jiahui,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
366,Mark Davis,Chang Bingyu,5,2,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
367,Dominic Dale,Thor Chuan Leong,5,1,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
368,Jamie Clarke,Brandon Sargeant,5,2,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
369,Harvey Chandler,Billy Joe Castle,5,2,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
370,Ashley Carty,Luo Honghao,5,2,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
371,Ali Carter,Simon Lichtenberg,5,3,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
372,Stuart Carrington,Chen Zifan,5,0,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
373,Ian Burns,Paul Davison,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
374,Ross Bulman,Barry Hawkins,5,2,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
375,Jordan Brown,David Gilbert,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
376,Luca Brecel,Louis Heathcote,5,3,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
377,Nigel Bond,Liam Highfield,5,2,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
378,Yan Bingtao,Marco Fu,5,4,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
379,Stuart Bingham,Lu Ning,5,0,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
380,Zhang Anda,Lyu Haotian,5,1,9,Last 128,2019-12-20,2020 German Masters,3365,2020,2019-12-20 00:00:00
381,Mark Allen,Kurt Maflin,5,3,9,Last 128,2019-12-21,2020 German Masters,3365,2020,2019-12-20 00:00:00
382,Zhao Xintong,Kyren Wilson,5,4,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
383,Gary Wilson,Xu Si,5,1,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
384,Robbie Williams,Mark Davis,5,4,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
385,Mark Williams,Mark King,5,2,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
386,Alexander Ursenbacher,Thepchaiya Un-Nooh,5,2,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
387,Judd Trump,Stuart Carrington,5,2,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
388,Akani Songsermsawad,Anthony Hamilton,5,1,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
389,Elliot Slessor,Jimmy Robertson,5,2,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
390,Yuan Sijun,Zhou Yuelong,5,3,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
391,Matthew Selt,Bai Langning,5,3,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
392,Noppon Saengkham,Kacper Filipiak,5,2,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
393,Neil Robertson,Igor Figueiredo,5,2,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
394,Joe Perry,Barry Pinches,5,2,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
395,Tian Pengfei,Stephen Maguire,5,3,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
396,Shaun Murphy,Dominic Dale,5,1,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
397,Robert Milkins,Stuart Bingham,5,3,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
398,Anthony McGill,Liang Wenbo,5,1,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
399,Mitchell Mann,Michael White,5,1,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
400,Ding Junhui,Matthew Stevens,5,2,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
401,Jak Jones,Ali Carter,5,4,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
402,Kishan Hirani,Andrew Higginson,5,3,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
403,John Higgins,Li Hang,5,4,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
404,Gerard Greene,Mark Allen,5,4,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
405,David Grace,Ross Bulman,5,3,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
406,Michael Georgiou,Martin Gould,5,2,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
407,Tom Ford,Oliver Lines,5,3,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
408,Graeme Dott,Ashley Carty,5,0,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
409,Scott Donaldson,Harvey Chandler,5,4,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
410,Jamie Clarke,Mark Selby,5,4,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
411,Ian Burns,Zhang Anda,5,3,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
412,Luca Brecel,Yan Bingtao,5,1,9,Last 64,2019-12-22,2020 German Masters,3365,2020,2019-12-20 00:00:00
