,Player1,Player2,Score1,Score2,Best Of,Round Name,Match Date,Tournament Name,Tournament id,Year
265,Kyren Wilson,Graeme Dott,6,1,11,Last 16,2020-12-03,2020 UK Championship,4152,2020
266,Judd Trump,Ricky Walden,6,3,11,Last 16,2020-12-03,2020 UK Championship,4152,2020
267,Mark Selby,Barry Hawkins,6,3,11,Last 16,2020-12-02,2020 UK Championship,4152,2020
268,Neil Robertson,Anthony McGill,6,4,11,Last 16,2020-12-02,2020 UK Championship,4152,2020
269,Joe Perry,Jamie Jones,6,3,11,Last 16,2020-12-02,2020 UK Championship,4152,2020
270,Lu Ning,Pang Junxu,6,2,11,Last 16,2020-12-03,2020 UK Championship,4152,2020
271,Jack Lisowski,Xiao Guodong,6,4,11,Last 16,2020-12-03,2020 UK Championship,4152,2020
272,Zhou Yuelong,Jack Lisowski,6,4,11,Quarter-final,2020-12-04,2020 UK Championship,4152,2020
273,Judd Trump,Kyren Wilson,6,4,11,Quarter-final,2020-12-04,2020 UK Championship,4152,2020
274,Neil Robertson,Mark Selby,6,2,11,Quarter-final,2020-12-04,2020 UK Championship,4152,2020
275,Lu Ning,Joe Perry,6,4,11,Quarter-final,2020-12-05,2020 UK Championship,4152,2020
276,Judd Trump,Lu Ning,6,2,11,Semi-final,2020-12-05,2020 UK Championship,4152,2020
277,Neil Robertson,Zhou Yuelong,6,2,11,Semi-final,2020-12-05,2020 UK Championship,4152,2020
278,Neil Robertson,Judd Trump,10,9,19,Final,2020-12-06,2020 UK Championship,4152,2020
279,Jianbo Zhao,Brian Ochoiski,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
280,Zhou Yuelong,Jimmy White,4,0,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
281,Gao Yang,Mitchell Mann,4,2,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
282,Zhao Xintong,Si Jiahui,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
283,Ben Woollaston,Ricky Walden,4,3,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
284,Kyren Wilson,David Lilley,4,0,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
285,Mark Williams,Jamie Jones,4,2,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
286,Michael White,Iulian Boiko,4,0,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
287,Liang Wenbo,Steven Hallworth,4,3,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
288,Patrick Wallace,Farakh Ajaib,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
289,Alexander Ursenbacher,Peifan Lei,4,2,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
290,Thepchaiya Un-Nooh,Peter Devlin,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
291,Judd Trump,Gerard Greene,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
292,Allan Taylor,Hossein Vafaei,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
293,Zak Surety,Mark King,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
294,Matthew Stevens,Jimmy Robertson,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
295,Akani Songsermsawad,Jordan Brown,4,3,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
296,Elliot Slessor,Li Hang,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
297,Yuan Sijun,Luo Honghao,4,3,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
298,Xu Si,Chen Zifan,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
299,Matthew Selt,Joe O'Connor,4,3,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
300,Mark Selby,Andrew Higginson,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
301,Barry Pinches,Liam Highfield,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
302,Joe Perry,Robbie Williams,4,0,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
303,Jackson Page,Aaron Hill,4,3,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
304,Ronnie O'Sullivan,Jamie O'Neill,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
305,Fergal O'Brien,Ashley Hugill,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
306,Lu Ning,Martin O'Donnell,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
307,Robert Milkins,Fan Zhengyi,4,0,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
308,Rory McLeod,Gary Wilson,4,2,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
309,Stephen Maguire,Alex Borg,4,2,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
310,Kurt Maflin,Fraser Patrick,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
311,Rod Lawler,Simon Lichtenberg,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
312,Lukas Kleckers,Chang Bingyu,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
313,Ding Junhui,Eden Sharav,4,0,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
314,Jak Jones,Pang Junxu,4,0,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
315,Michael Holt,Soheil Vahedi,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
316,John Higgins,Daniel Wells,4,0,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
317,Andy Hicks,Paul Davison,4,3,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
318,Louis Heathcote,Brandon Sargeant,4,2,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
319,Barry Hawkins,Alan McManus,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
320,Xiao Guodong,Duane Jones,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
321,David Grace,David Gilbert,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
322,Martin Gould,Jamie Clarke,4,0,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
323,Tom Ford,Lee Walker,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
324,Igor Figueiredo,Graeme Dott,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
325,Scott Donaldson,Sean Maddocks,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
326,Ken Doherty,Chris Wakelin,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
327,Ryan Day,Shaun Murphy,4,0,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
328,Mark Davis,Ian Burns,4,3,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
329,Dominic Dale,Mark Joyce,4,2,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
330,Sam Craigie,Amine Amiri,4,0,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
331,Ashley Carty,Jack Lisowski,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
332,Ali Carter,Ben Hancorn,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
333,Stuart Carrington,Billy Joe Castle,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
334,James Cahill,Lyu Haotian,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
335,Luca Brecel,Kacper Filipiak,4,0,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
336,Nigel Bond,Jamie Wilson,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
337,Yan Bingtao,Peter Lines,4,1,7,Last 128,2020-11-16,2020 Northern Ireland Open,4141,2020
338,Stuart Bingham,Oliver Lines,4,1,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
339,Mark Allen,Anthony Hamilton,4,0,7,Last 128,2020-11-17,2020 Northern Ireland Open,4141,2020
340,Jianbo Zhao,Stuart Bingham,4,2,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
341,Zhao Xintong,Zak Surety,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
342,Ben Woollaston,Neil Robertson,4,2,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
343,Kyren Wilson,Ken Doherty,4,3,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
344,Michael White,Barry Hawkins,4,3,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
345,Liang Wenbo,Jak Jones,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
346,Thepchaiya Un-Nooh,Fergal O'Brien,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
347,Judd Trump,Gao Yang,4,0,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
348,Allan Taylor,Joe Perry,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
349,Matthew Stevens,Mark Davis,4,2,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
350,Yuan Sijun,Tom Ford,4,2,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
351,Matthew Selt,Stuart Carrington,4,0,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
352,Noppon Saengkham,Zhou Yuelong,4,3,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
353,Barry Pinches,Anthony McGill,4,3,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
354,Ronnie O'Sullivan,Elliot Slessor,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
355,Stephen Maguire,Alexander Ursenbacher,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
356,Kurt Maflin,Jackson Page,4,0,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
357,Lukas Kleckers,Mark Selby,4,0,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
358,Ding Junhui,Lu Ning,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
359,Michael Holt,Louis Heathcote,4,3,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
360,John Higgins,Patrick Wallace,4,2,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
361,Andy Hicks,Ashley Carty,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
362,David Grace,Sam Craigie,4,3,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
363,Martin Gould,Rory McLeod,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
364,Igor Figueiredo,Akani Songsermsawad,4,2,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
365,Scott Donaldson,Xu Si,4,3,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
366,Ryan Day,James Cahill,4,3,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
367,Dominic Dale,Mark Williams,4,2,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
368,Ali Carter,Xiao Guodong,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
369,Luca Brecel,Rod Lawler,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
370,Yan Bingtao,Nigel Bond,4,1,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
371,Mark Allen,Robert Milkins,4,2,7,Last 64,2020-11-18,2020 Northern Ireland Open,4141,2020
372,Zhao Xintong,Lukas Kleckers,4,0,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
373,Ben Woollaston,Liang Wenbo,4,2,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
374,Thepchaiya Un-Nooh,Allan Taylor,4,0,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
375,Judd Trump,Luca Brecel,4,3,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
376,Noppon Saengkham,Stephen Maguire,4,0,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
377,Ronnie O'Sullivan,Matthew Stevens,4,2,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
378,Kurt Maflin,Ryan Day,4,1,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
379,Ding Junhui,Yuan Sijun,4,0,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
380,Michael Holt,Kyren Wilson,4,2,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
381,John Higgins,Matthew Selt,4,0,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
382,David Grace,Michael White,4,3,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
383,Martin Gould,Andy Hicks,4,3,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
384,Igor Figueiredo,Jianbo Zhao,4,3,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
385,Scott Donaldson,Mark Allen,4,1,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
386,Ali Carter,Dominic Dale,4,2,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
387,Yan Bingtao,Barry Pinches,4,1,7,Last 32,2020-11-19,2020 Northern Ireland Open,4141,2020
388,Judd Trump,Martin Gould,4,1,7,Last 16,2020-11-19,2020 Northern Ireland Open,4141,2020
389,Ronnie O'Sullivan,Thepchaiya Un-Nooh,4,2,7,Last 16,2020-11-19,2020 Northern Ireland Open,4141,2020
390,Kurt Maflin,Igor Figueiredo,4,1,7,Last 16,2020-11-19,2020 Northern Ireland Open,4141,2020
391,Ding Junhui,John Higgins,4,1,7,Last 16,2020-11-19,2020 Northern Ireland Open,4141,2020
392,David Grace,Michael Holt,4,3,7,Last 16,2020-11-19,2020 Northern Ireland Open,4141,2020
393,Scott Donaldson,Noppon Saengkham,4,2,7,Last 16,2020-11-19,2020 Northern Ireland Open,4141,2020
394,Ali Carter,Ben Woollaston,4,2,7,Last 16,2020-11-19,2020 Northern Ireland Open,4141,2020
395,Yan Bingtao,Zhao Xintong,4,3,7,Last 16,2020-11-19,2020 Northern Ireland Open,4141,2020
396,Judd Trump,Scott Donaldson,5,1,9,Quarter-final,2020-11-20,2020 Northern Ireland Open,4141,2020
397,Ronnie O'Sullivan,Ding Junhui,5,2,9,Quarter-final,2020-11-20,2020 Northern Ireland Open,4141,2020
398,David Grace,Yan Bingtao,5,2,9,Quarter-final,2020-11-20,2020 Northern Ireland Open,4141,2020
399,Ali Carter,Kurt Maflin,5,3,9,Quarter-final,2020-11-20,2020 Northern Ireland Open,4141,2020
400,Judd Trump,David Grace,6,2,11,Semi-final,2020-11-21,2020 Northern Ireland Open,4141,2020
401,Ronnie O'Sullivan,Ali Carter,6,3,11,Semi-final,2020-11-21,2020 Northern Ireland Open,4141,2020
402,Judd Trump,Ronnie O'Sullivan,9,7,17,Final,2020-11-22,2020 Northern Ireland Open,4141,2020
403,Kyren Wilson,Stephen Maguire,4,1,7,Last 16,2020-11-04,2020 Champion Of Champions,4125,2020
404,Judd Trump,Stuart Bingham,4,0,7,Last 16,2020-11-03,2020 Champion Of Champions,4125,2020
405,Mark Selby,Luca Brecel,4,2,7,Last 16,2020-11-04,2020 Champion Of Champions,4125,2020
406,Neil Robertson,Jimmy White,4,0,7,Last 16,2020-11-02,2020 Champion Of Champions,4125,2020
407,Ronnie O'Sullivan,Michael Holt,4,1,7,Last 16,2020-11-05,2020 Champion Of Champions,4125,2020
408,Ding Junhui,John Higgins,4,3,7,Last 16,2020-11-02,2020 Champion Of Champions,4125,2020
409,David Gilbert,Shaun Murphy,4,2,7,Last 16,2020-11-03,2020 Champion Of Champions,4125,2020
410,Mark Allen,Scott Donaldson,4,3,7,Last 16,2020-11-05,2020 Champion Of Champions,4125,2020
411,Judd Trump,David Gilbert,6,3,11,Quarter-final,2020-11-03,2020 Champion Of Champions,4125,2020
412,Mark Selby,Kyren Wilson,6,5,11,Quarter-final,2020-11-04,2020 Champion Of Champions,4125,2020
413,Neil Robertson,Ding Junhui,6,4,11,Quarter-final,2020-11-02,2020 Champion Of Champions,4125,2020
414,Mark Allen,Ronnie O'Sullivan,6,3,11,Quarter-final,2020-11-05,2020 Champion Of Champions,4125,2020
415,Neil Robertson,Mark Selby,6,5,11,Semi-final,2020-11-06,2020 Champion Of Champions,4125,2020
416,Mark Allen,Judd Trump,6,1,11,Semi-final,2020-11-07,2020 Champion Of Champions,4125,2020
417,Mark Allen,Neil Robertson,10,6,19,Final,2020-11-08,2020 Champion Of Champions,4125,2020
418,Jianbo Zhao,Michael White,4,3,7,Last 128,2020-10-13,2020 English Open,4054,2020
419,Zhou Yuelong,Chris Wakelin,4,2,7,Last 128,2020-10-12,2020 English Open,4054,2020
420,Gao Yang,Kacper Filipiak,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
421,Zhao Xintong,Pang Junxu,4,3,7,Last 128,2020-10-13,2020 English Open,4054,2020
422,Ben Woollaston,Alex Borg,4,2,7,Last 128,2020-10-12,2020 English Open,4054,2020
423,Gary Wilson,Iulian Boiko,4,1,7,Last 128,2020-10-13,2020 English Open,4054,2020
424,Kyren Wilson,Dominic Dale,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
425,Robbie Williams,Gerard Greene,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
426,Liang Wenbo,Jackson Page,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
427,Ricky Walden,Billy Joe Castle,4,0,7,Last 128,2020-10-12,2020 English Open,4054,2020
428,Hossein Vafaei,Lukas Kleckers,4,0,7,Last 128,,2020 English Open,4054,2020
429,Alexander Ursenbacher,Graeme Dott,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
430,Judd Trump,Louis Heathcote,4,3,7,Last 128,2020-10-13,2020 English Open,4054,2020
431,Matthew Stevens,Jamie O'Neill,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
432,Akani Songsermsawad,Stephen Maguire,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
433,Yuan Sijun,Amine Amiri,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
434,Xu Si,Ken Doherty,4,1,7,Last 128,2020-10-13,2020 English Open,4054,2020
435,Matthew Selt,Jamie Wilson,4,0,7,Last 128,2020-10-13,2020 English Open,4054,2020
436,Mark Selby,Fan Zhengyi,4,0,7,Last 128,2020-10-12,2020 English Open,4054,2020
437,Jimmy Robertson,Chen Zifan,4,1,7,Last 128,2020-10-13,2020 English Open,4054,2020
438,Neil Robertson,Lyu Haotian,4,0,7,Last 128,2020-10-12,2020 English Open,4054,2020
439,Joe Perry,Riley Parsons,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
440,Ronnie O'Sullivan,Brian Ochoiski,4,2,7,Last 128,2020-10-12,2020 English Open,4054,2020
441,Martin O'Donnell,Ashley Carty,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
442,Joe O'Connor,Soheil Vahedi,4,3,7,Last 128,2020-10-12,2020 English Open,4054,2020
443,Lu Ning,Zak Surety,4,1,7,Last 128,2020-10-13,2020 English Open,4054,2020
444,Shaun Murphy,Robert Milkins,4,3,7,Last 128,2020-10-13,2020 English Open,4054,2020
445,Rory McLeod,David Gilbert,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
446,Kurt Maflin,Peter Devlin,4,3,7,Last 128,2020-10-12,2020 English Open,4054,2020
447,Jack Lisowski,Li Hang,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
448,Oliver Lines,Noppon Saengkham,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
449,David Lilley,Eden Sharav,4,1,7,Last 128,2020-10-13,2020 English Open,4054,2020
450,Simon Lichtenberg,Anthony Hamilton,4,3,7,Last 128,2020-10-13,2020 English Open,4054,2020
451,Peifan Lei,Brandon Sargeant,4,3,7,Last 128,,2020 English Open,4054,2020
452,Ding Junhui,Si Jiahui,4,3,7,Last 128,2020-10-12,2020 English Open,4054,2020
453,Mark Joyce,Tian Pengfei,4,3,7,Last 128,2020-10-12,2020 English Open,4054,2020
454,Jak Jones,Elliot Slessor,4,1,7,Last 128,2020-10-13,2020 English Open,4054,2020
455,Jamie Jones,Duane Jones,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
456,Michael Holt,Jimmy White,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
457,Liam Highfield,Mitchell Mann,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
458,Andrew Higginson,Barry Pinches,4,0,7,Last 128,2020-10-12,2020 English Open,4054,2020
459,John Higgins,James Cahill,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
460,Andy Hicks,Scott Donaldson,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
461,Barry Hawkins,Igor Figueiredo,4,0,7,Last 128,2020-10-13,2020 English Open,4054,2020
462,Ben Hancorn,Sean Maddocks,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
463,Steven Hallworth,Martin Gould,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
464,David Grace,Paul Davison,4,0,7,Last 128,2020-10-13,2020 English Open,4054,2020
465,Tom Ford,Xiao Guodong,4,3,7,Last 128,2020-10-13,2020 English Open,4054,2020
466,Ryan Day,Mark Lloyd,4,0,7,Last 128,2020-10-13,2020 English Open,4054,2020
467,Mark Davis,Daniel Wells,4,1,7,Last 128,2020-10-13,2020 English Open,4054,2020
468,Jamie Clarke,Ali Carter,4,1,7,Last 128,2020-10-12,2020 English Open,4054,2020
469,Jordan Brown,Lee Walker,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
470,Luca Brecel,Ian Burns,4,0,7,Last 128,,2020 English Open,4054,2020
471,Nigel Bond,Ashley Hugill,4,3,7,Last 128,,2020 English Open,4054,2020
472,Chang Bingyu,Aaron Hill,4,2,7,Last 128,2020-10-12,2020 English Open,4054,2020
473,Yan Bingtao,Alan McManus,4,2,7,Last 128,2020-10-12,2020 English Open,4054,2020
474,Stuart Bingham,Fergal O'Brien,4,2,7,Last 128,2020-10-13,2020 English Open,4054,2020
475,Connor Benzey,Fraser Patrick,4,3,7,Last 128,2020-10-12,2020 English Open,4054,2020
476,Mark Allen,Mark King,4,2,7,Last 128,2020-10-12,2020 English Open,4054,2020
477,Farakh Ajaib,Rod Lawler,4,0,7,Last 128,2020-10-12,2020 English Open,4054,2020
478,Zhou Yuelong,Farakh Ajaib,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
479,Ben Woollaston,Stuart Bingham,4,2,7,Last 64,2020-10-14,2020 English Open,4054,2020
480,Gary Wilson,Ricky Walden,4,2,7,Last 64,2020-10-14,2020 English Open,4054,2020
481,Kyren Wilson,Gao Yang,4,1,7,Last 64,2020-10-14,2020 English Open,4054,2020
482,Robbie Williams,Mark Allen,4,0,7,Last 64,2020-10-14,2020 English Open,4054,2020
483,Liang Wenbo,Martin O'Donnell,4,1,7,Last 64,2020-10-14,2020 English Open,4054,2020
484,Hossein Vafaei,Joe Perry,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
485,Alexander Ursenbacher,Nigel Bond,4,0,7,Last 64,2020-10-14,2020 English Open,4054,2020
486,Judd Trump,Yuan Sijun,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
487,Allan Taylor,Simon Lichtenberg,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
488,Matthew Stevens,Jianbo Zhao,4,2,7,Last 64,2020-10-14,2020 English Open,4054,2020
489,Xu Si,Matthew Selt,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
490,Mark Selby,Chang Bingyu,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
491,Jimmy Robertson,Luo Honghao,4,1,7,Last 64,2020-10-14,2020 English Open,4054,2020
492,Neil Robertson,Mark Joyce,4,2,7,Last 64,2020-10-14,2020 English Open,4054,2020
493,Ronnie O'Sullivan,Ryan Day,4,1,7,Last 64,2020-10-14,2020 English Open,4054,2020
494,Joe O'Connor,Rory McLeod,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
495,Kurt Maflin,Jordan Brown,4,0,7,Last 64,2020-10-14,2020 English Open,4054,2020
496,David Lilley,Shaun Murphy,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
497,Ding Junhui,Luca Brecel,4,1,7,Last 64,2020-10-14,2020 English Open,4054,2020
498,Jak Jones,Jack Lisowski,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
499,Michael Holt,Lu Ning,4,0,7,Last 64,2020-10-14,2020 English Open,4054,2020
500,Andrew Higginson,Akani Songsermsawad,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
501,John Higgins,Connor Benzey,4,0,7,Last 64,2020-10-14,2020 English Open,4054,2020
502,Barry Hawkins,Peifan Lei,4,0,7,Last 64,2020-10-14,2020 English Open,4054,2020
503,Ben Hancorn,Thepchaiya Un-Nooh,4,2,7,Last 64,2020-10-14,2020 English Open,4054,2020
504,Steven Hallworth,Yan Bingtao,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
505,David Grace,Andy Hicks,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
506,Tom Ford,Jamie Jones,4,2,7,Last 64,2020-10-14,2020 English Open,4054,2020
507,Mark Davis,Zhao Xintong,4,3,7,Last 64,2020-10-14,2020 English Open,4054,2020
508,Jamie Clarke,Liam Highfield,4,1,7,Last 64,2020-10-14,2020 English Open,4054,2020
509,Zhou Yuelong,David Lilley,4,2,7,Last 32,2020-10-15,2020 English Open,4054,2020
510,Ben Woollaston,Alexander Ursenbacher,4,1,7,Last 32,2020-10-15,2020 English Open,4054,2020
511,Gary Wilson,Allan Taylor,4,2,7,Last 32,2020-10-15,2020 English Open,4054,2020
512,Kyren Wilson,Xu Si,4,1,7,Last 32,2020-10-15,2020 English Open,4054,2020
