player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id,p1_frames_win_rate,p2_frames_win_rate,p1_matches_win_rate,p2_matches_win_rate
Tian Pengfei,Jak Jones,9,1297,1454,0.2731134684573388,0.4031156217402329,562,309,3683,1939,400,198,2632,1263,96,48,463,229,286,160,795,430,3,5,1.0,0.375,6218,0.5264729839804507,0.4798632218844985,0.5498220640569395,0.495
Ishpreet Singh Chadha,Duane Jones,9,1182,1227,0.4311492878986185,0.4719046255916129,38,20,221,117,321,143,1907,926,78,36,221,117,53,25,345,162,3,5,1.0,0.375,6218,0.5294117647058824,0.4855794441531201,0.5263157894736842,0.4454828660436137
Daniel Womersley,Si Jiahui,9,1108,1439,0.1040040896387489,0.3041739413707125,106,52,531,259,184,102,1231,656,66,33,160,82,234,131,807,436,2,5,1.0,0.2857142857142857,6218,0.487758945386064,0.5329000812347685,0.49056603773584906,0.5543478260869565
John Higgins,Fan Zhengyi,9,1511,1386,0.6847334230529902,0.5774953651858118,1881,1325,14554,8574,186,82,1188,548,375,204,1339,762,174,95,687,362,5,4,0.0,0.5555555555555556,6218,0.5891163941184554,0.4612794612794613,0.7044125465178097,0.44086021505376344
Jimmy Robertson,Barry Hawkins,9,1341,1497,0.2743852272088807,0.4037173007032121,743,406,4835,2522,1345,840,9246,5179,119,56,688,363,225,121,908,519,3,5,1.0,0.375,6218,0.5216132368148915,0.5601341120484534,0.5464333781965006,0.6245353159851301
Andrew Pagett,Xiao Guodong,9,1111,1424,0.1165824505023608,0.3137813291023189,343,148,2196,1028,750,431,4686,2562,90,38,363,143,135,67,867,454,1,5,1.0,0.1666666666666666,6218,0.4681238615664845,0.5467349551856594,0.4314868804664723,0.5746666666666667
Louis Heathcote,Marco Fu,9,1301,1344,0.4341792982260565,0.4731508513108856,198,91,1148,563,969,566,7238,3917,119,64,467,229,96,50,372,186,1,5,1.0,0.1666666666666666,6218,0.490418118466899,0.5411715943630837,0.4595959595959596,0.5841073271413829
Mark Davis,Ali Carter,9,1378,1503,0.3152665769470097,0.4225046348141882,1314,781,9032,4909,1330,821,8968,4955,110,60,492,245,299,161,1156,645,4,5,1.0,0.4444444444444444,6218,0.5435119574844995,0.5525200713648528,0.5943683409436834,0.6172932330827068
Zhang Anda,Graeme Dott,9,1419,1339,0.6210284680300693,0.549833997312478,478,247,3351,1709,1181,690,8466,4554,174,82,801,443,111,60,634,335,5,3,0.0,0.625,6218,0.5099970158161743,0.5379163713678242,0.5167364016736402,0.584250635055038
Jackson Page,Long Zehuang,9,1366,1262,0.6555744737095885,0.5646362918030292,202,103,1289,640,67,32,373,185,149,77,583,301,108,59,214,107,0,5,1.0,0.0,6218,0.4965089216446858,0.4959785522788204,0.5099009900990099,0.47761194029850745
Wu Yize,Jamie Clarke,9,1327,1284,0.5658207017739435,0.5268491486891144,109,53,757,379,334,167,1993,990,111,56,543,283,93,43,511,248,5,4,0.0,0.5555555555555556,6218,0.5006605019815059,0.4967385850476668,0.48623853211009177,0.5
Elliot Slessor,Ben Woollaston,9,1404,1352,0.5794210585254325,0.5324543063873188,376,184,2289,1128,828,466,5225,2771,184,103,613,319,96,50,517,265,3,5,1.0,0.375,6218,0.4927916120576671,0.5303349282296651,0.48936170212765956,0.5628019323671497
Chris Wakelin,David Lilley,9,1408,1311,0.6456229970128096,0.5603296426885532,425,228,2700,1391,261,132,1546,779,229,114,801,428,143,74,502,247,5,0,0.0,1.0,6218,0.5151851851851852,0.5038809831824063,0.5364705882352941,0.5057471264367817
Judd Trump,Anthony McGill,9,1695,1398,0.8713152214887023,0.6775422953274692,1452,1043,10040,6071,753,449,5004,2721,381,242,1602,982,61,30,613,335,5,2,0.0,0.7142857142857143,6218,0.6046812749003984,0.5437649880095923,0.7183195592286501,0.5962815405046481
Shaun Murphy,Noppon Saengkham,9,1520,1375,0.7114258135090068,0.5896454785627312,1363,895,9842,5592,460,239,3143,1589,210,118,882,503,134,66,759,406,5,3,0.0,0.625,6218,0.5681771997561471,0.5055679287305123,0.6566397652237711,0.5195652173913043
Jack Lisowski,Jak Jones,9,1465,1454,0.5169136156946217,0.5068745667645342,799,487,5207,2851,400,198,2632,1263,174,95,979,540,286,160,795,430,5,1,0.0,0.8333333333333334,6218,0.5475321682350682,0.4798632218844985,0.609511889862328,0.495
Ding Junhui,Yuan Sijun,9,1495,1430,0.5988871099602557,0.5405358392737893,998,663,7680,4367,269,141,1712,884,200,101,931,515,127,68,614,348,5,2,0.0,0.7142857142857143,6218,0.5686197916666667,0.5163551401869159,0.6643286573146293,0.5241635687732342
Mark Joyce,Robbie Williams,9,1260,1386,0.3139058884046835,0.4218947671156908,636,325,4398,2207,557,299,3570,1834,91,46,415,203,127,64,547,295,5,0,0.0,1.0,6218,0.501819008640291,0.5137254901960784,0.5110062893081762,0.5368043087971275
Duane Jones,Pang Junxu,9,1227,1431,0.2169860632643672,0.3751935255315707,321,143,1907,926,177,97,1134,588,53,25,345,162,215,115,751,404,5,4,0.0,0.5555555555555556,6218,0.4855794441531201,0.5185185185185185,0.4454828660436137,0.5480225988700564
Si Jiahui,Martin O'Donnell,9,1439,1303,0.699552494810083,0.5841905229354074,184,102,1231,656,509,258,3160,1596,234,131,807,436,137,68,443,218,5,1,0.0,0.8333333333333334,6218,0.5329000812347685,0.5050632911392405,0.5543478260869565,0.5068762278978389
Zak Surety,John Higgins,9,1255,1511,0.1637983935045277,0.3452465393936808,250,113,1437,682,1881,1325,14554,8574,102,49,450,218,375,204,1339,762,3,5,1.0,0.375,6218,0.4745998608211552,0.5891163941184554,0.452,0.7044125465178097
Barry Hawkins,Stan Moody,9,1497,1134,0.9157672237913764,0.7124883131320702,1345,840,9246,5179,50,17,293,128,225,121,908,519,68,29,257,113,5,3,0.0,0.625,6218,0.5601341120484534,0.43686006825938567,0.6245353159851301,0.34
Xiao Guodong,Kyren Wilson,9,1424,1583,0.2705791923598182,0.4019131396677965,750,431,4686,2562,1051,670,6691,3772,135,67,867,454,492,277,1384,801,5,4,0.0,0.5555555555555556,6218,0.5467349551856594,0.5637423404573307,0.5746666666666667,0.6374881065651761
Ali Carter,Marco Fu,9,1503,1344,0.7294208076401816,0.5980868603322034,1330,821,8968,4955,969,566,7238,3917,299,161,1156,645,96,50,372,186,5,3,0.0,0.625,6218,0.5525200713648528,0.5411715943630837,0.6172932330827068,0.5841073271413829
Hossein Vafaei,Zhang Anda,9,1492,1419,0.6107426198208314,0.5454987872127821,331,201,2304,1231,478,247,3351,1709,160,94,827,476,174,82,801,443,3,5,1.0,0.375,6218,0.5342881944444444,0.5099970158161743,0.6072507552870091,0.5167364016736402
Ben Woollaston,Long Zehuang,9,1352,1262,0.6355659071692856,0.55601389054462,828,466,5225,2771,67,32,373,185,96,50,517,265,108,59,214,107,3,5,1.0,0.375,6218,0.5303349282296651,0.4959785522788204,0.5628019323671497,0.47761194029850745
Ding Junhui,Chris Wakelin,9,1495,1408,0.631225010626725,0.5541616527636486,998,663,7680,4367,425,228,2700,1391,200,101,931,515,229,114,801,428,3,5,1.0,0.375,6218,0.5686197916666667,0.5151851851851852,0.6643286573146293,0.5364705882352941
Judd Trump,John Higgins,9,1695,1511,0.760025787896806,0.6130141761393355,1452,1043,10040,6071,1881,1325,14554,8574,381,242,1602,982,375,204,1339,762,5,2,0.0,0.7142857142857143,6218,0.6046812749003984,0.5891163941184554,0.7183195592286501,0.7044125465178097
Shaun Murphy,Ali Carter,9,1520,1503,0.5261277964586326,0.5106234010049637,1363,895,9842,5592,1330,821,8968,4955,210,118,882,503,299,161,1156,645,5,4,0.0,0.5555555555555556,6218,0.5681771997561471,0.5525200713648528,0.6566397652237711,0.6172932330827068
Jack Lisowski,Wu Yize,9,1465,1327,0.7022109959534144,0.585404569129465,799,487,5207,2851,109,53,757,379,174,95,979,540,111,56,543,283,5,0,0.0,1.0,6218,0.5475321682350682,0.5006605019815059,0.609511889862328,0.48623853211009177
Duane Jones,Si Jiahui,9,1227,1439,0.2081776340987478,0.3705168880326051,321,143,1907,926,184,102,1231,656,53,25,345,162,234,131,807,436,2,5,1.0,0.2857142857142857,6218,0.4855794441531201,0.5329000812347685,0.4454828660436137,0.5543478260869565
Xiao Guodong,Barry Hawkins,9,1424,1497,0.3892573801791685,0.4545012127872179,750,431,4686,2562,1345,840,9246,5179,135,67,867,454,225,121,908,519,5,2,0.0,0.7142857142857143,6218,0.5467349551856594,0.5601341120484534,0.5746666666666667,0.6245353159851301
Mark Joyce,Zhang Anda,9,1260,1419,0.2705791923598184,0.4019131396677966,636,325,4398,2207,478,247,3351,1709,91,46,415,203,174,82,801,443,4,5,1.0,0.4444444444444444,6218,0.501819008640291,0.5099970158161743,0.5110062893081762,0.5167364016736402
Jack Lisowski,Long Zehuang,9,1465,1262,0.781897172517148,0.6242202334972642,799,487,5207,2851,67,32,373,185,174,95,979,540,108,59,214,107,1,5,1.0,0.1666666666666666,6218,0.5475321682350682,0.4959785522788204,0.609511889862328,0.47761194029850745
Chris Wakelin,Judd Trump,9,1408,1695,0.1366997154678785,0.3279437373497286,425,228,2700,1391,1452,1043,10040,6071,229,114,801,428,381,242,1602,982,4,5,1.0,0.4444444444444444,6218,0.5151851851851852,0.6046812749003984,0.5364705882352941,0.7183195592286501
Zhang Anda,Si Jiahui,9,1419,1439,0.469270292690615,0.4875026035157896,478,247,3351,1709,184,102,1231,656,174,82,801,443,234,131,807,436,3,5,1.0,0.375,6218,0.5099970158161743,0.5329000812347685,0.5167364016736402,0.5543478260869565
Xiao Guodong,Shaun Murphy,9,1424,1520,0.3558074142386589,0.440286350732807,750,431,4686,2562,1363,895,9842,5592,135,67,867,454,210,118,882,503,5,1,0.0,0.8333333333333334,6218,0.5467349551856594,0.5681771997561471,0.5746666666666667,0.6566397652237711
Judd Trump,Si Jiahui,11,1695,1439,0.85922008390791,0.6547534606063192,1452,1043,10040,6071,184,102,1231,656,381,242,1602,982,234,131,807,436,2,6,1.0,0.25,6218,0.6046812749003984,0.5329000812347685,0.7183195592286501,0.5543478260869565
Long Zehuang,Xiao Guodong,11,1262,1424,0.246748321447594,0.4001116311360017,67,32,373,185,750,431,4686,2562,108,59,214,107,135,67,867,454,4,6,1.0,0.4,6218,0.4959785522788204,0.5467349551856594,0.47761194029850745,0.5746666666666667
Si Jiahui,Xiao Guodong,19,1439,1424,0.5329982742336369,0.5093739015216607,184,102,1231,656,750,431,4686,2562,234,131,807,436,135,67,867,454,7,10,1.0,0.4117647058823529,6218,0.5329000812347685,0.5467349551856594,0.5543478260869565,0.5746666666666667
Long Zehuang,Liam Pullen,7,1342,1120,0.7752232149046754,0.6352948493228071,73,37,418,214,49,23,300,141,153,88,259,136,85,39,258,119,4,0,0.0,1.0,6219,0.5119617224880383,0.47,0.5068493150684932,0.46938775510204084
Zhou Yuelong,Fan Zhengyi,7,1431,1397,0.5463726874746992,0.5212372149662741,505,299,3187,1721,188,83,1202,557,136,67,879,468,188,104,701,371,4,2,0.0,0.6666666666666666,6219,0.5400062754941952,0.4633943427620632,0.592079207920792,0.44148936170212766
Wu Yize,Siripaporn Nuanthakhamjan,7,1340,869,0.9420526291744534,0.7644979994081456,113,56,782,394,20,0,115,19,136,71,568,298,47,4,115,19,4,1,0.0,0.8,6219,0.5038363171355499,0.16521739130434782,0.49557522123893805,0.0
Matthew Selt,Ben Woollaston,7,1416,1383,0.5450150538752273,0.5206133097144487,882,481,5686,2964,832,469,5253,2789,182,96,933,479,124,68,545,283,3,4,1.0,0.4285714285714286,6219,0.5212803376714737,0.5309347039786788,0.5453514739229025,0.5637019230769231
Kyren Wilson,Julien Leclercq,7,1589,1193,0.90851825129415,0.7290879223493065,1054,672,6711,3786,72,32,398,186,512,291,1404,815,105,47,323,148,4,0,0.0,1.0,6219,0.5641484130531963,0.46733668341708545,0.6375711574952562,0.4444444444444444
Robbie Williams,Jackson Page,7,1359,1366,0.4904306643721704,0.4956251116502266,560,301,3591,1844,205,105,1308,650,148,74,568,305,168,87,602,311,4,1,0.0,0.8,6219,0.5135059871901977,0.4969418960244648,0.5375,0.5121951219512195
Liu Hongyu,Ricky Walden,7,1251,1380,0.3295463977795806,0.4200665998114942,43,21,262,139,1169,691,7865,4301,87,41,262,139,246,126,924,488,3,4,1.0,0.4285714285714286,6219,0.5305343511450382,0.5468531468531469,0.4883720930232558,0.5911035072711719
Chris Wakelin,Haydon Pinhey,7,1459,1144,0.856895920094142,0.6872942801972042,430,232,2734,1415,110,50,583,275,263,138,835,452,94,44,320,155,4,0,0.0,1.0,6219,0.5175566934893928,0.4716981132075472,0.5395348837209303,0.45454545454545453
Mostafa Dorgham,Hossein Vafaei,7,1039,1488,0.0665209892930341,0.2455478537274952,21,4,145,47,334,203,2325,1244,89,35,135,47,181,107,848,489,1,4,1.0,0.1999999999999999,6219,0.32413793103448274,0.5350537634408602,0.19047619047619047,0.6077844311377245
Thepchaiya Un-Nooh,Alexander Ursenbacher,7,1441,1328,0.6504866469700167,0.5701590253818352,564,329,3894,2077,282,128,1705,820,123,65,641,349,90,47,377,187,4,1,0.0,0.8,6219,0.5333846944016436,0.4809384164222874,0.5833333333333334,0.45390070921985815
Lewis Ullah,Manasawin Phetmalaikul,7,1031,984,0.5639634145132848,0.5293412500457856,31,13,178,82,56,17,316,126,40,22,125,65,60,18,171,66,4,2,0.0,0.6666666666666666,6219,0.4606741573033708,0.3987341772151899,0.41935483870967744,0.30357142857142855
Judd Trump,Robert Milkins,7,1671,1313,0.8864609774555678,0.7099209183344533,1458,1048,10084,6098,1139,657,7899,4214,425,269,1646,1009,157,68,940,472,4,1,0.0,0.8,6219,0.6047203490678302,0.5334852512976326,0.7187928669410151,0.5768217734855136
Jimmy White,Chris Totten,7,1133,1126,0.5095693356278296,0.5043748883497734,1571,841,13061,6740,97,34,561,227,53,16,352,138,87,49,175,96,0,4,1.0,0.0,6219,0.5160401194395529,0.40463458110516937,0.5353278166772756,0.35051546391752575
Artemijs Zizins,Allan Taylor,7,1098,1245,0.3076884700393579,0.4091452475454057,12,8,62,37,447,205,2634,1264,62,37,62,37,122,67,412,187,3,4,1.0,0.4285714285714286,6219,0.5967741935483871,0.47987851176917234,0.6666666666666666,0.45861297539149887
Dean Young,Haris Tahir,7,1054,1063,0.4876973885744284,0.4943752372926745,105,39,544,222,14,9,88,46,58,16,329,127,63,34,88,46,3,4,1.0,0.4285714285714286,6219,0.40808823529411764,0.5227272727272727,0.37142857142857144,0.6428571428571429
Akani Songsermsawad,Daniel Womersley,7,1355,1120,0.7881034579959058,0.6427913242407762,232,125,1525,787,108,53,547,266,70,44,229,125,82,40,176,89,4,0,0.0,1.0,6219,0.5160655737704918,0.48628884826325414,0.5387931034482759,0.49074074074074076
Joshua Cooper,Elliot Slessor,7,1033,1392,0.1129108752635634,0.2895645189571249,68,29,353,165,379,186,2312,1141,49,26,100,48,207,116,636,332,1,4,1.0,0.1999999999999999,6219,0.46742209631728043,0.4935121107266436,0.4264705882352941,0.49076517150395776
Jamie Jones,Yuan Sijun,7,1312,1432,0.3407189393701997,0.4255574831883409,676,398,4432,2382,272,143,1731,896,127,60,675,344,146,80,633,360,2,4,1.0,0.3333333333333333,6219,0.5374548736462094,0.5176198729058348,0.5887573964497042,0.5257352941176471
Xu Si,Ken Doherty,7,1336,1186,0.6958878075458884,0.5926665999540697,201,86,1280,588,1286,743,10118,5443,131,65,491,241,49,15,382,159,4,2,0.0,0.6666666666666666,6219,0.459375,0.5379521644593793,0.42786069651741293,0.5777604976671851
Mark Selby,Pang Junxu,7,1523,1438,0.6144870727228646,0.5529259881329059,1567,1069,11181,6507,180,99,1155,602,313,175,1243,705,236,129,772,418,4,3,0.0,0.5714285714285714,6219,0.581969412396029,0.5212121212121212,0.6821952776005106,0.55
Joe Perry,Noppon Saengkham,7,1313,1399,0.3842066871290606,0.4464560968488816,1388,806,9524,5140,463,241,3163,1602,120,58,700,351,154,79,779,419,3,4,1.0,0.4285714285714286,6219,0.5396892062158757,0.5064811887448625,0.5806916426512968,0.5205183585313174
Andrew Pagett,Neil Robertson,7,1128,1489,0.1116624904191599,0.2885370176697986,345,149,2208,1034,1275,845,9340,5374,102,44,375,149,241,142,955,543,1,4,1.0,0.1999999999999999,6219,0.4682971014492754,0.5753747323340471,0.4318840579710145,0.6627450980392157
Ali Carter,Bulcsú Révész,7,1497,1067,0.9252601960385706,0.7455466141264027,1334,824,9002,4974,16,6,118,54,333,180,1190,664,67,31,118,54,3,4,1.0,0.4285714285714286,6219,0.5525438791379693,0.4576271186440678,0.6176911544227887,0.375
Tian Pengfei,Scott Donaldson,7,1302,1379,0.3960114084386784,0.4520230623632036,564,310,3699,1947,493,262,3158,1610,112,56,479,237,119,63,616,319,4,2,0.0,0.6666666666666666,6219,0.5263584752635847,0.5098163394553515,0.549645390070922,0.5314401622718052
Mitchell Mann,Martin O'Donnell,7,1188,1317,0.3295463977795806,0.4200665998114942,380,173,2291,1082,512,260,3178,1607,56,31,261,118,155,79,461,229,1,4,1.0,0.1999999999999999,6219,0.47228284591881275,0.5056639395846444,0.45526315789473687,0.5078125
Ian Burns,Shaun Murphy,7,1291,1513,0.2247767850953246,0.3647051506771929,498,243,3139,1560,1368,899,9879,5613,94,46,434,204,247,139,919,524,0,4,1.0,0.0,6219,0.4969735584581077,0.5681749164895232,0.4879518072289157,0.6571637426900585
Stan Moody,Joe O'Connor,7,1174,1409,0.2118965420040942,0.3572086757592237,53,19,317,141,304,151,1913,962,92,42,281,126,241,126,721,377,4,2,0.0,0.6666666666666666,6219,0.444794952681388,0.5028750653423941,0.3584905660377358,0.4967105263157895
Hammad Miah,Wang Yuchen,7,1220,1158,0.5840920587766287,0.538672605206508,289,116,1849,835,96,36,603,257,74,28,400,181,51,27,135,78,4,2,0.0,0.6666666666666666,6219,0.45159545700378584,0.4262023217247098,0.4013840830449827,0.375
Ben Mertens,Zak Surety,7,1244,1282,0.4482027100420394,0.4762678458734389,100,46,610,304,253,115,1460,695,104,49,439,222,125,62,473,231,4,1,0.0,0.8,6219,0.49836065573770494,0.476027397260274,0.46,0.45454545454545453
Stephen Maguire,Jiang Jun,7,1416,1173,0.7957969165005263,0.647370307581549,1204,778,8802,4941,29,10,211,97,176,93,671,356,118,55,211,97,4,1,0.0,0.8,6219,0.5613496932515337,0.4597156398104265,0.6461794019933554,0.3448275862068966
Peifan Lei,Oliver Lines,7,1204,1279,0.3986489708076569,0.4532618480153861,112,50,653,307,372,176,2231,1086,27,11,256,116,67,22,439,206,3,4,1.0,0.4285714285714286,6219,0.47013782542113325,0.48677722994173017,0.44642857142857145,0.4731182795698925
Daniel Wells,Antoni Kowalski,7,1425,1134,0.8381631906470504,0.6742564252229473,528,267,3473,1747,41,21,228,118,152,82,550,311,71,38,104,58,1,4,1.0,0.1999999999999999,6219,0.5030233227756983,0.5175438596491229,0.5056818181818182,0.5121951219512195
Anthony Hamilton,Lim Kok Leong,7,1258,1064,0.7459292301495709,0.6189278548001904,1049,594,7688,4045,12,9,67,39,98,47,471,227,41,25,67,39,1,4,1.0,0.1999999999999999,6219,0.5261446409989594,0.582089552238806,0.5662535748331744,0.75
Anton Kazakov,Ahmed Aly Elsayed,7,972,864,0.644151517953897,0.5670929049654543,48,9,279,92,20,0,97,12,83,33,257,83,50,7,97,12,4,2,0.0,0.6666666666666666,6219,0.32974910394265233,0.12371134020618557,0.1875,0.0
Kreishh Gurbaxani,Cheung Ka Wai,7,1036,1152,0.3457334311872113,0.4280038670684813,23,9,130,63,27,17,158,93,66,34,107,53,52,23,158,93,0,4,1.0,0.0,6219,0.4846153846153846,0.5886075949367089,0.391304347826087,0.6296296296296297
Mark Joyce,Xing Zihao,7,1305,1154,0.6970755073607001,0.5932699921071872,640,328,4426,2226,30,12,186,84,119,65,443,222,86,40,186,84,4,3,0.0,0.5714285714285714,6219,0.5029371893357434,0.45161290322580644,0.5125,0.4
Sanderson Lam,Jak Jones,7,1214,1438,0.2227649657038156,0.3635474597184336,275,110,1665,735,403,200,2654,1274,92,39,503,239,308,171,817,441,2,4,1.0,0.3333333333333333,6219,0.44144144144144143,0.4800301431801055,0.4,0.49627791563275436
Duane Jones,Dominic Dale,7,1255,1305,0.4319948632384636,0.4687906266262437,325,146,1940,943,1117,622,7728,4064,86,42,378,179,159,79,520,258,4,2,0.0,0.6666666666666666,6219,0.4860824742268041,0.525879917184265,0.4492307692307692,0.5568487018800358
Si Jiahui,David Lilley,7,1475,1306,0.7180660778287002,0.6040813228693781,191,108,1292,694,264,134,1566,789,295,169,868,474,163,84,522,257,4,2,0.0,0.6666666666666666,6219,0.5371517027863777,0.5038314176245211,0.5654450261780105,0.5075757575757576
Michael Holt,Reanne Evans,7,1245,923,0.8620548673015752,0.6910430124157229,1010,569,7016,3699,215,61,1213,461,41,15,304,153,57,14,262,74,4,0,0.0,1.0,6219,0.5272234891676169,0.3800494641384996,0.5633663366336633,0.2837209302325581
Aaron Hill,Ding Junhui,7,1314,1509,0.2529889879024986,0.3804826803529153,125,58,731,353,1002,666,7707,4385,110,55,525,271,227,119,958,533,4,3,0.0,0.5714285714285714,6219,0.4829001367989056,0.5689632801349422,0.464,0.6646706586826348
John Higgins,Ross Muir,7,1511,1195,0.8576412839544288,0.6878313305828404,1885,1328,14584,8591,288,114,1826,837,405,221,1369,779,86,35,421,195,4,1,0.0,0.8,6219,0.5890702139330773,0.4583789704271632,0.7045092838196286,0.3958333333333333
Lyu Haotian,Anthony McGill,7,1360,1383,0.4685893056508032,0.4856289593029398,339,172,2220,1106,756,451,5028,2733,133,61,687,369,85,42,637,347,4,0,0.0,1.0,6219,0.4981981981981982,0.5435560859188544,0.5073746312684366,0.5965608465608465
Ma Hailong,Jimmy Robertson,7,1146,1342,0.2519097886969204,0.3798935676569099,37,12,241,103,745,407,4850,2530,106,48,241,103,134,64,703,371,4,2,0.0,0.6666666666666666,6219,0.42738589211618255,0.5216494845360825,0.32432432432432434,0.5463087248322148
Xiao Guodong,Huang Jiahao,7,1494,1031,0.9390477874318228,0.76087815507093,757,438,4747,2603,29,10,164,70,196,108,928,495,25,6,61,30,4,2,0.0,0.6666666666666666,6219,0.5483463239941015,0.4268292682926829,0.5785997357992074,0.3448275862068966
Mink Nutcharut,Liam Graham,7,949,985,0.450913791577728,0.4775151752081998,43,3,247,70,49,14,271,102,53,12,246,70,57,16,192,62,1,4,1.0,0.1999999999999999,6219,0.2834008097165992,0.3763837638376384,0.06976744186046512,0.2857142857142857
David Grace,Jack Lisowski,7,1194,1482,0.16429297846297,0.3273929829322395,481,222,3147,1519,804,491,5237,2872,82,35,458,213,204,116,1009,561,4,2,0.0,0.6666666666666666,6219,0.48268191928821097,0.5484055757112851,0.46153846153846156,0.6106965174129353
Dylan Emery,David Gilbert,7,1246,1511,0.1839737621952785,0.3401782450279424,127,58,723,355,954,561,6544,3545,141,73,449,225,248,143,814,450,0,4,1.0,0.0,6219,0.49100968188105115,0.5417176039119804,0.4566929133858268,0.5880503144654088
Joshua Thomond,Marco Fu,7,1075,1374,0.1554118380980138,0.3213662821477786,75,33,399,196,972,568,7258,3930,63,31,150,78,116,63,392,199,1,4,1.0,0.1999999999999999,6219,0.49122807017543857,0.5414714797464867,0.44,0.5843621399176955
Matthew Stevens,Graeme Dott,7,1364,1341,0.5314106943491967,0.5143710406970602,1132,653,8546,4631,1183,691,8481,4562,122,62,589,313,126,68,649,343,1,4,1.0,0.1999999999999999,6219,0.5418909431312895,0.5379082655347247,0.5768551236749117,0.5841081994928149
Ryan Day,Louis Heathcote,7,1387,1298,0.6197035864994962,0.5553966483205892,1316,778,8687,4727,200,92,1163,569,262,135,968,506,134,70,482,235,4,1,0.0,0.8,6219,0.5441464256935651,0.4892519346517627,0.5911854103343465,0.46
Robbie Mcguigan,Mark Davis,7,1085,1377,0.1610237645254194,0.3251947274176865,67,24,311,136,1316,782,9049,4918,34,16,175,79,127,69,509,254,0,4,1.0,0.0,6219,0.43729903536977494,0.5434854680075146,0.3582089552238806,0.5942249240121581
Liam Davies,Barry Hawkins,7,1099,1478,0.1008954799267901,0.2793878699891294,43,20,260,121,1349,843,9277,5196,63,30,234,111,256,138,939,536,4,1,0.0,0.8,6219,0.4653846153846154,0.56009485825159,0.46511627906976744,0.6249073387694588
Ishpreet Singh Chadha,Jamie Clarke,7,1185,1287,0.3635067817280708,0.4365932137378063,40,21,237,125,336,168,2011,999,94,44,237,125,111,52,529,257,1,4,1.0,0.1999999999999999,6219,0.5274261603375527,0.49676777722526105,0.525,0.5
Mark Williams,Thor Chuan Leong,7,1537,1203,0.8705826043505938,0.6974111143958823,1800,1181,13132,7539,181,64,1132,498,237,132,1019,593,78,35,219,112,1,4,1.0,0.1999999999999999,6219,0.57409381663113,0.43992932862190814,0.6561111111111111,0.35359116022099446
Tom Ford,Gong Chenzhi,7,1383,1137,0.7986358149208075,0.6490805242445733,945,538,6440,3431,23,12,165,85,197,93,930,487,78,38,165,85,3,4,1.0,0.4285714285714286,6219,0.5327639751552795,0.5151515151515151,0.5693121693121693,0.5217391304347826
Amir Sarkhosh,Ashley Carty,7,1087,1266,0.2706027380688892,0.389955327595473,32,14,210,105,278,129,1630,799,39,16,85,40,96,47,343,168,3,4,1.0,0.4285714285714286,6219,0.5,0.4901840490797546,0.4375,0.46402877697841727
Andrew Higginson,Alfie Burden,7,1277,1277,0.5,0.5,879,503,6105,3303,809,420,5747,2921,91,43,435,232,100,54,425,204,3,4,1.0,0.4285714285714286,6219,0.5410319410319411,0.5082651818340004,0.5722411831626849,0.519159456118665
Mohammed Shehab,Luca Brecel,7,1206,1447,0.2061096941639776,0.3537719416690997,78,32,597,286,643,374,4316,2334,49,23,49,23,117,59,828,451,1,4,1.0,0.1999999999999999,6219,0.47906197654941374,0.540778498609824,0.41025641025641024,0.5816485225505443
Farakh Ajaib,Iulian Boiko,7,1161,1170,0.4876973885744284,0.4943752372926745,152,66,826,379,105,40,587,255,68,41,274,134,110,53,353,178,2,4,1.0,0.3333333333333333,6219,0.45883777239709445,0.434412265758092,0.4342105263157895,0.38095238095238093
Yulu Bai,Simon Blackwell,7,988,1159,0.2796483420554265,0.3947234662251555,11,3,82,30,62,32,312,166,29,9,82,30,79,46,106,58,2,4,1.0,0.3333333333333333,6219,0.36585365853658536,0.532051282051282,0.2727272727272727,0.5161290322580645
Stuart Bingham,He Guoqiang,7,1436,1295,0.685100616527281,0.587223690839335,1507,951,10439,5911,66,37,423,217,257,133,951,503,150,78,340,185,4,3,0.0,0.5714285714285714,6219,0.5662419772008813,0.5130023640661938,0.6310550763105508,0.5606060606060606
Jordan Brown,Zhang Anda,7,1286,1432,0.3088849206673469,0.4097497480698165,340,175,2093,1045,483,251,3390,1732,139,65,757,383,213,105,840,466,2,4,1.0,0.3333333333333333,6219,0.4992833253702819,0.5109144542772861,0.5147058823529411,0.5196687370600414
Gary Wilson,Mark Allen,7,1462,1555,0.3751029662893785,0.4421354272792656,739,427,4750,2555,1079,717,7646,4348,326,174,958,504,309,173,1138,651,3,4,1.0,0.4285714285714286,6219,0.5378947368421053,0.568663353387392,0.577807848443843,0.6645041705282669
Kyren Wilson,Duane Jones,7,1589,1255,0.8705826043505938,0.6974111143958823,1054,672,6711,3786,325,146,1940,943,512,291,1404,815,86,42,378,179,4,1,0.0,0.8,6219,0.5641484130531963,0.4860824742268041,0.6375711574952562,0.4492307692307692
